	g1_01_R1	g1_01_R2	g1_02_R1	g1_02_R2	g1_03_R1	g1_03_R2	g3_01_R1	g3_01_R2	g3_02_R1	g3_02_R2	g3_03_R1	g3_03_R2
lncRNA:CR44904	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44905	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44908	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44909	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44912	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44913	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44914	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44915	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44916	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44917	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44918	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44919	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44920	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44921	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44922	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44923	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44924	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44925	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44926	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44927	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44928	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44929	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44930	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44931	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44932	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44933	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44934	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44935	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44936	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44937	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44938	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44939	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44940	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44941	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44942	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44943	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44944	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44945	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44946	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44947	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44948	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44949	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44950	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44951	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44952	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44953	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44955	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44957	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44963	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44964	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44965	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44966	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44967	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44970	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44971	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44973	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44974	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44977	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44978	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44979	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44980	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44983	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44985	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44986	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44988	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44991	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44993	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44994	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44997	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44999	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45003	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45004	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45005	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45006	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45010	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45013	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45014	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45018	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45020	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45021	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45022	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45023	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45025	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45029	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45030	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45031	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45032	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45034	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45035	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45036	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45037	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45038	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45039	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45040	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45043	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45045	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45047	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45048	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45052	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45054	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45055	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45059	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45082	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45096	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45097	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45098	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45102	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45103	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45109	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45111	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45112	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45113	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45114	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45115	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45117	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45118	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45119	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45120	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45123	0	0	0	0	0	0	0	0	0	1.07445517650775	0	0
lncRNA:CR45125	0	0	0	0	1.02873515127145	0	0	0	0	0	0	0
lncRNA:CR45127	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45128	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45138	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45147	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45148	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45150	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45153	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45155	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45156	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45157	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45158	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45159	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45165	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45166	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45168	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45169	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45170	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45172	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45173	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45174	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45176	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45177	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45178	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45179	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45180	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45181	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45183	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45184	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45187	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45188	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45191	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45193	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45196	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45197	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45199	0	0	0.97532563135236	1.9348953782952	2.0574703025429	0.979185285201935	0.981129558242871	0	0	0	0	0.993626782905595
lncRNA:CR45200	0.980271746516213	0	0	0	1.02873515127145	0	0	0	1.08878942720838	1.07445517650775	1.00384983423995	0
lncRNA:CR45201	0.980271746516213	0.987120326609692	0.97532563135236	1.9348953782952	2.0574703025429	0	0	0	0	0	0	0
lncRNA:CR45203	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45204	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45207	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45211	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45212	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45215	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45216	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45217	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45220	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45221	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45222	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45223	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45224	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45225	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45226	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45228	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45229	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45231	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45232	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45233	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45234	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45236	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45237	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45238	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45239	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45240	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45241	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45242	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45243	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45245	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45246	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45247	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45248	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45249	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45250	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45251	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45252	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45253	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45254	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45255	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45256	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45258	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45259	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45261	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45262	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45265	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45266	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45267	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45269	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45270	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45273	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45274	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45276	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45277	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45278	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45279	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45280	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45282	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45283	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45284	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45285	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45286	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45287	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45288	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45289	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45290	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45291	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45292	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45293	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45294	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45295	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45296	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45297	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45298	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45299	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45301	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45302	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45303	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45304	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45306	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45308	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45309	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45310	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45311	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45312	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45313	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45314	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45316	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45317	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45318	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45319	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45320	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45321	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45322	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45323	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45324	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45325	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45327	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45328	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45329	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45331	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45332	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45333	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45334	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45335	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45336	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45337	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45338	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45339	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45340	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45344	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45345	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45346	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45347	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45348	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45349	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45351	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45352	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45353	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45354	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45355	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45356	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45357	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45358	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45359	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45360	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45361	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45362	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45363	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45364	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45365	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45368	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45369	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45370	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45372	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45373	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45374	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45375	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45377	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45378	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45379	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45380	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45381	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45382	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45383	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45386	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45387	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45388	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45389	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45390	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45392	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45393	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45394	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45395	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45398	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45399	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45400	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45401	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45402	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45403	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45404	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45405	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45406	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45407	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45408	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45409	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45410	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45411	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45412	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45414	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45415	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45416	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45417	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45418	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45419	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45420	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45421	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45422	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45423	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45424	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45425	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45426	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45427	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45429	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45430	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45431	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45432	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45433	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45434	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45435	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45436	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45437	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45438	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45439	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45440	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45441	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45442	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45443	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45444	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45446	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45447	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45448	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45449	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45450	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45451	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45452	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45453	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45454	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45455	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45456	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45457	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45459	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45460	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45461	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45462	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45463	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45464	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45465	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45471	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45472	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45473	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45474	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45475	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45476	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45478	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45480	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45482	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45483	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45484	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45500	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45502	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45503	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45504	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45505	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45506	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45507	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45508	0	0	0	0	0	0	0	0	0	0	0	0
